,PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
31,17212813,Mstn,17700,myostatin,0.132868509,2.158791048,0.145294926,0.88704249,0.967896871,-6.515982331
32,17212821,Ormdl1,227102,ORM1-like 1 (S. cerevisiae),0.177711709,5.854876934,1.07250984,0.305906355,0.662225538,-5.944120188
33,17212874,Coq10b,67876,coenzyme Q10B,-0.51446074,8.915816518,-2.740462748,0.0188291,0.194621473,-3.479257892
34,17212882,Hspe1,15528,heat shock protein 1 (chaperonin 10),0.22375559,7.612552756,1.445082232,0.175643573,0.532347431,-5.508130799
35,17212931,1700066M21Rik,73467,RIKEN cDNA 1700066M21 gene,-0.260842523,5.594911138,-1.173784991,0.264675237,0.62494212,-5.835356782
36,17212982,Aox1,11761,aldehyde oxidase 1,-0.661314801,7.211623907,-3.066014643,0.010452916,0.144389933,-2.912005002
37,17213139,Bzw1,66882,basic leucine zipper and W2 domains 1,-0.184782694,9.844579655,-1.116393618,0.287476398,0.6486563,-5.897949268
38,17213213,Casp8,12370,caspase 8,0.32083733,8.584991802,2.001299586,0.070012807,0.364938901,-4.707156757
39,17213226,Stradb,227154,STE20-related kinase adaptor beta,0.147691438,6.727972263,0.847016834,0.414599976,0.755169768,-6.156800715
40,17213295,Nop58,55989,NOP58 ribonucleoprotein,-0.332825533,6.446088222,-1.001473929,0.337602738,0.694315065,-6.015648764
41,17213349,Carf,241066,calcium response factor,0.248988544,5.370662724,1.442009983,0.176490301,0.534103661,-5.51210507
42,17213446,Abi2,329165,abl-interactor 2,0.041802911,6.280035031,0.26490937,0.795858984,0.941619572,-6.489941572
43,17213473,2310016D23Rik,76443,RIKEN cDNA 2310016D23 gene,0.123504823,1.864246578,0.339878346,0.740194383,0.921974794,-6.465980329
44,17213598,Zdbf2,73884,"zinc finger, DBF-type containing 2",0.271337782,3.066420271,1.247296192,0.237570667,0.595727357,-5.751653376
45,17213645,Fastkd2,75619,FAST kinase domains 2,-0.447325271,4.763213199,-1.840870332,0.092082384,0.405938132,-4.952889407
46,17213687,Ccnyl1,227210,cyclin Y-like 1,0.102092657,6.657997743,0.55724747,0.588247996,0.852028686,-6.36402197
47,17213770,Map2,17756,microtubule-associated protein 2,0.111459121,3.815833463,0.685724851,0.506739093,0.814526765,-6.281824084
48,17213990,Atic,108147,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,-0.123057259,7.748673602,-0.745436793,0.471259657,0.793495393,-6.23830501
49,17214053,Xrcc5,22596,X-ray repair complementing defective repair in Chinese hamster cells 5,-0.255388085,4.966317143,-1.481324767,0.165912584,0.520757038,-5.460817213
50,17214100,Rpl37a,19981,ribosomal protein L37a,-0.376867208,2.155548266,-1.905105541,0.082572556,0.391941785,-4.855721648
51,17214126,Rufy4,435626,RUN and FYVE domain containing 4,0.955421102,4.318457424,3.79287522,0.00285323,0.070821438,-1.641770339
52,17214142,Cxcr2,12765,chemokine (C-X-C motif) receptor 2,0.891900076,2.769937147,1.69535786,0.117409988,0.444894071,-5.16629215
53,17214162,Gpbar1,227289,G protein-coupled bile acid receptor 1,-0.442937606,2.845530412,-1.875097687,0.086897021,0.40146148,-4.901326554
54,17214166,Pnkd,56695,paroxysmal nonkinesiogenic dyskinesia,0.053173669,7.779331653,0.313818148,0.759387918,0.929411628,-6.474971711
55,17214197,Slc11a1,18173,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.858978155,6.036398576,2.739061471,0.018876819,0.194748393,-3.481680744
56,17214341,Ttll4,67534,"tubulin tyrosine ligase-like family, member 4",0.255994103,6.008500916,1.075395814,0.304667512,0.661266788,-5.941129669
57,17214449,Stk16,20872,serine/threonine kinase 16,-0.25652527,8.466086692,-1.292842974,0.221924878,0.580471048,-5.697876256
58,17214462,Dnajb2,56812,DnaJ heat shock protein family (Hsp40) member B2,0.052620152,6.08945985,0.261250361,0.79860926,0.94192053,-6.490961167
59,17214476,Des,13346,desmin,0.371013495,9.619900277,1.060430591,0.311132741,0.667110438,-5.956566173
60,17214487,Speg,11790,SPEG complex locus,0.563220742,4.521530906,1.859141862,0.08928011,0.404867064,-4.925424956
61,17214672,Mogat1,68393,monoacylglycerol O-acyltransferase 1,-0.95341649,3.458709856,-4.315676051,0.00115588,0.048875288,-0.750277946
62,17214711,Kcne4,57814,"potassium voltage-gated channel, Isk-related subfamily, gene 4",-0.033812841,4.586023026,-0.117085572,0.90885155,0.974440048,-6.51992056
63,17214759,Rhbdd1,76867,rhomboid domain containing 1,0.084971705,7.241293837,0.495708186,0.629618966,0.87296332,-6.397705549
64,17214841,Agfg1,15463,ArfGAP with FG repeats 1,-0.101625685,9.424345406,-0.664391642,0.519793801,0.822858155,-6.296564548
65,17214857,Ccl20,20297,chemokine (C-C motif) ligand 20,-0.4843351,2.173672427,-1.66800666,0.122814745,0.451148527,-5.205281544
66,17214924,Sp140,434484,Sp140 nuclear body protein,0.597129215,3.275569618,1.255931005,0.234538114,0.595534093,-5.741568785
67,17215222,Eif4e2,26987,eukaryotic translation initiation factor 4E member 2,-0.048003556,8.050857725,-0.31839845,0.756001815,0.929331598,-6.473442357
68,17215309,Inpp5d,16331,inositol polyphosphate-5-phosphatase D,0.735932459,5.665101305,4.138055838,0.001565601,0.053440037,-1.049940781
69,17215395,Dgkd,227333,"diacylglycerol kinase, delta",0.050784685,8.512408611,0.234777444,0.818590021,0.947566552,-6.497920205
70,17215605,Ackr3,12778,atypical chemokine receptor 3,-1.25837456,7.857632549,-6.756045391,2.77E-05,0.006636058,2.910122027
71,17215612,Cops8,108679,COP9 signalosome subunit 8,-0.034224187,8.005834177,-0.241014149,0.813870112,0.946312846,-6.496346903
72,17215647,Prlh,623503,prolactin releasing hormone,-0.374425752,2.54260168,-1.320994098,0.21268105,0.568846622,-5.663929227
73,17215650,Lrrfip1,16978,leucine rich repeat (in FLII) interacting protein 1,0.476076975,5.176709853,2.235904199,0.04647333,0.306106887,-4.331570297
74,17215697,Ramp1,51801,receptor (calcitonin) activity modifying protein 1,0.296911156,2.603248263,0.883620503,0.395348567,0.740660831,-6.125188449
75,17215705,Ube2f,67921,ubiquitin-conjugating enzyme E2F (putative),-0.071596645,5.393899626,-0.389345187,0.704272824,0.906617046,-6.446986414
76,17215750,Klhl30,70788,kelch-like 30,0.573856873,2.659190664,1.544405283,0.15007483,0.495974975,-5.376626373
77,17215773,Traf3ip1,74019,TRAF3 interacting protein 1,0.102557767,4.278304251,0.373122658,0.715975899,0.909607304,-6.453492487
78,17215799,Twist2,13345,twist basic helix-loop-helix transcription factor 2,-0.196324804,2.986097724,-0.357317773,0.727451204,0.914462145,-6.459571311
79,17215813,Olfr1411,258483,olfactory receptor 1411,-1.276988792,2.996476145,-3.49796227,0.004810293,0.094324676,-2.154953583
80,17215820,Gpc1,14733,glypican 1,0.464481597,5.239016335,1.480513754,0.1661252,0.520878962,-5.461884554
81,17215834,Dusp28,67446,dual specificity phosphatase 28,-0.228586645,5.647582739,-0.796787594,0.442026884,0.776361282,-6.198261163
82,17215839,Rnpepl1,108657,arginyl aminopeptidase (aminopeptidase B)-like 1,0.05075805,7.938788556,0.356696759,0.727903544,0.914479068,-6.459804917
83,17216133,Gal3st2c,619597,galactose-3-O-sulfotransferase 2C,0.312190636,2.246834789,1.50117978,0.160779534,0.51240708,-5.434566006
84,17216353,Zcchc2,227449,"zinc finger, CCHC domain containing 2",-0.15292964,7.331264211,-0.583515849,0.571032149,0.848055855,-6.348509956
85,17216373,Phlpp1,98432,PH domain and leucine rich repeat protein phosphatase 1,0.022852734,6.966754596,0.108260417,0.915691392,0.974883661,-6.520979162
86,17216563,Nifk,67949,nucleolar protein interacting with the FHA domain of MKI67,-0.031561094,7.390239208,-0.09933967,0.922612546,0.977046849,-6.521965135
87,17216638,Tmem185b,226351,transmembrane protein 185B,-0.183889245,6.096819789,-0.940679869,0.366582749,0.716549437,-6.073609853
88,17216642,Sctr,319229,secretin receptor,-0.362932852,7.135000194,-1.169112557,0.266477113,0.62709549,-5.840544505
89,17216836,R3hdm1,226412,R3H domain containing 1,0.265586545,8.600538437,1.23915662,0.240458045,0.598450935,-5.76111165
90,17216870,Ubxn4,67812,UBX domain protein 4,0.107077936,8.28793603,0.755356657,0.465519427,0.791458186,-6.230756352
91,17216937,Yod1,226418,YOD1 deubiquitinase,-0.108734047,5.598112676,-0.550685118,0.59259116,0.854336333,-6.367791824
92,17217116,Rab29,226422,"RAB29, member RAS oncogene family",0.263483803,5.899387475,0.986498883,0.344581785,0.700524816,-6.030208899
93,17217182,Nuak2,74137,"NUAK family, SNF1-like kinase, 2",0.056642559,3.606780196,0.185429034,0.856185663,0.956944062,-6.508926472
94,17217216,Rbbp5,213464,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",0.079518696,7.211536527,0.389834331,0.703921167,0.906358977,-6.446786057
95,17217247,Pik3c2b,240752,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,-0.156974959,4.83710215,-1.031872244,0.323754847,0.679070529,-5.985533059
96,17217283,Ppp1r15b,108954,"protein phosphatase 1, regulatory subunit 15B",-0.601974503,9.728484661,-3.326419828,0.006538849,0.109805048,-2.455368093
97,17217291,Plekha6,240753,"pleckstrin homology domain containing, family A member 6",0.026410284,3.372682348,0.107466833,0.916306808,0.974899071,-6.5210703
98,17217415,Mybph,53311,myosin binding protein H,0.497485945,4.285719691,0.981736363,0.346823141,0.700901344,-6.034800982
99,17217552,Ube2t,67196,ubiquitin-conjugating enzyme E2T,0.257272191,2.164686543,0.963506931,0.355499737,0.705495661,-6.052205305
100,17217566,Ptpn7,320139,"protein tyrosine phosphatase, non-receptor type 7",0.505212564,3.067759817,1.592038862,0.138999217,0.477964422,-5.311562778
101,17217619,Phlda3,27280,"pleckstrin homology like domain, family A, member 3",0.159448639,9.613068303,0.908144201,0.382799261,0.731086834,-6.103360389
102,17217625,Tnni1,21952,"troponin I, skeletal, slow 1",1.521648372,3.774500738,1.783395742,0.101427513,0.419586745,-5.038337311
103,17217666,Tmem9,66241,transmembrane protein 9,-0.141894976,6.111922464,-0.650098773,0.528649652,0.827860015,-6.30619976
104,17217678,Cacna1s,12292,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1.57524777,5.271046437,1.16627854,0.26757469,0.62709549,-5.843683214
105,17217777,Ddx59,67997,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,0.233061507,4.771422568,1.432825121,0.179042338,0.536710186,-5.523952222
106,17218006,B3galt2,26878,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.347981968,7.073886613,-0.721526217,0.485277074,0.801130841,-6.256128391
107,17218027,Uchl5,56207,ubiquitin carboxyl-terminal esterase L5,0.201645351,7.012823196,1.119080348,0.286376262,0.648417408,-5.895074417
108,17218149,Ivns1abp,117198,influenza virus NS1A binding protein,0.478069195,11.21949836,2.323401445,0.039800974,0.28457902,-4.187443552
109,17218233,Colgalt2,269132,collagen beta(1-O)galactosyltransferase 2,-0.161446127,4.485973595,-0.910704572,0.381505222,0.729777858,-6.101051755
110,17218449,Angptl1,72713,angiopoietin-like 1,-0.66328478,4.820107906,-2.379146846,0.036041359,0.277010191,-4.094655932
111,17218514,Astn1,11899,astrotactin 1,-0.27473443,2.193191522,-1.027369587,0.325779116,0.6819294,-5.990040818
112,17218598,4930523C07Rik,67647,RIKEN cDNA 4930523C07 gene,-0.053333223,6.732344908,-0.263443547,0.796960418,0.941619572,-6.49035171
113,17218620,Rc3h1,381305,RING CCCH (C3H) domains 1,-0.046314553,9.348097089,-0.203597642,0.84229539,0.955315605,-6.505172657
114,17218760,Gm20471,105243993,predicted gene 20471,-0.574224146,2.048404674,-2.03709161,0.065811294,0.357696018,-4.651008606
115,17218835,Sell,20343,"selectin, lymphocyte",0.690116,5.263906824,2.027436973,0.066920801,0.357905663,-4.666198511
116,17218907,Nme7,171567,NME/NM23 family member 7,0.080408815,4.338499794,0.342059418,0.738596109,0.921132447,-6.465195948
117,17218942,Gpr161,240888,G protein-coupled receptor 161,-0.084373863,3.348005356,-0.303618826,0.766946807,0.933270629,-6.478299006
118,17219011,Cd247,12503,CD247 antigen,0.198547551,3.946476303,1.070796091,0.306643799,0.662938903,-5.945892935
119,17219079,Fam78b,226610,"family with sequence similarity 78, member B",-0.133181294,4.79732719,-0.574249747,0.577073794,0.848989454,-6.35405863
120,17219199,Fcgr4,246256,"Fc receptor, IgG, low affinity IV",1.115102534,4.759652961,2.521941107,0.027913688,0.241061514,-3.854018207
121,17219222,Mpz,17528,myelin protein zero,0.255493012,6.387625729,0.318467609,0.755950728,0.929331598,-6.473419098
122,17219242,Apoa2,11807,apolipoprotein A-II,-0.161162851,4.39066111,-0.588244768,0.567962065,0.847390724,-6.345646032
123,17219248,Adamts4,240913,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.050952812,3.913941876,-0.112649661,0.912288631,0.974559631,-6.520463
124,17219397,Cd48,12506,CD48 antigen,0.89130926,3.475493894,3.491994681,0.004861772,0.094324676,-2.16538761
125,17219499,Dcaf8,98193,DDB1 and CUL4 associated factor 8,0.141334668,8.281676296,0.78799942,0.446944715,0.778226422,-6.205283643
126,17219546,Slamf9,98365,SLAM family member 9,1.035231336,3.843070547,3.914471548,0.002306036,0.065138391,-1.432008733
127,17219581,Tagln2,21346,transgelin 2,0.233558813,7.625319579,1.380090817,0.194304217,0.549400345,-5.590957084
128,17219633,Olfr218,258880,olfactory receptor 218,-0.510186865,1.883216985,-1.235616045,0.241722749,0.598565833,-5.765211257
129,17219639,Olfr418,258645,olfactory receptor 418,0.065659805,1.690577841,0.140139695,0.891021376,0.968220618,-6.516765066
130,17219662,Ifi209,236312,interferon activated gene 209,0.183703002,4.093801978,0.545244949,0.596204274,0.85563337,-6.370884968
131,17219680,Olfr432,258711,olfactory receptor 432,-0.400517894,1.75952735,-1.813274106,0.096467066,0.411632717,-4.994098429
132,17219688,Olfr424,258716,olfactory receptor 424,-0.168637047,1.716435255,-0.394327014,0.700694649,0.904637098,-6.444934373
133,17219869,Sdccag8,76816,serologically defined colon cancer antigen 8,-0.154234751,4.974523871,-0.725284862,0.483056694,0.800864182,-6.253361572
134,17219963,Desi2,78825,desumoylating isopeptidase 2,0.133195207,6.152489382,0.895312197,0.389330725,0.736414311,-6.114846311
135,17220018,Cnst,226744,"consortin, connexin sorting protein",-0.169240676,6.480291447,-0.706369803,0.494294108,0.808317834,-6.267152418
136,17220148,Lin9,72568,lin-9 homolog (C. elegans),0.315226941,5.036653805,1.542305542,0.150580215,0.496394633,-5.379465458
137,17220166,Acbd3,170760,acyl-Coenzyme A binding domain containing 3,0.120931103,8.106049942,0.794010167,0.443577305,0.776361282,-6.200488066
138,17220255,Cnih4,98417,cornichon family AMPA receptor auxiliary protein 4,0.058345394,6.839838767,0.354242675,0.729692125,0.914964417,-6.460724183
139,17220370,1700047M11Rik,67330,RIKEN cDNA 1700047M11 gene,0.053027396,2.468121958,0.163762813,0.872816048,0.961509042,-6.512947212
140,17220432,Tlr5,53791,toll-like receptor 5,-0.249055858,5.766415756,-1.131354166,0.281391613,0.64205681,-5.881871442
141,17220452,Taf1a,21339,"TATA-box binding protein associated factor, RNA polymerase I, A",0.324121434,5.857841009,1.843981848,0.091599573,0.405938132,-4.948222416
142,17220529,Mir194-1,387189,microRNA 194-1,0.098353349,3.35019174,0.379263567,0.711536656,0.90858214,-6.451061388
143,17220548,Eprs,107508,glutamyl-prolyl-tRNA synthetase,0.192005802,8.559192944,1.440362994,0.176945642,0.53440258,-5.514233249
144,17220627,Esrrg,26381,estrogen-related receptor gamma,0.16903334,5.793417158,0.578424132,0.574347788,0.848500491,-6.351569294
145,17220724,Ptpn14,19250,"protein tyrosine phosphatase, non-receptor type 14",-0.004682395,6.966542499,-0.035370622,0.972402557,0.990746657,-6.526555132
146,17220794,D730003I15Rik,100504360,RIKEN cDNA D730003I15 gene,0.052426104,5.335962849,0.149381462,0.883890733,0.966513963,-6.515341848
147,17220797,Tmem206,66950,transmembrane protein 206,-0.144755509,4.047542197,-0.798856112,0.440874487,0.775996052,-6.196598153
148,17220809,Ints7,77065,integrator complex subunit 7,-0.386473267,7.155417995,-2.715397275,0.019701016,0.198500152,-3.522563816
149,17220833,Lpgat1,226856,lysophosphatidylglycerol acyltransferase 1,0.310700393,7.949392666,1.26467182,0.231500158,0.590823094,-5.731307388
150,17220882,Kcnh1,16510,"potassium voltage-gated channel, subfamily H (eag-related), member 1",-0.111029048,3.434955662,-0.598803446,0.561139786,0.841850105,-6.339173208
151,17220944,Lamb3,16780,"laminin, beta 3",-0.070484628,3.613264038,-0.220355029,0.829533224,0.950850064,-6.501401993
152,17220974,Plxna2,18845,plexin A2,-0.487739466,7.644606919,-2.948798893,0.012919624,0.160665665,-3.117040725
153,17221010,Mir3962,100628615,microRNA 3962,0.027532857,2.317361748,0.060457006,0.952849811,0.983413661,-6.525274298
154,17221014,Cd34,12490,CD34 antigen,0.448169645,9.336009798,2.523525051,0.027834411,0.241061514,-3.851327564
155,17221071,Sox17,20671,SRY (sex determining region Y)-box 17,0.056439473,6.767284102,0.157038468,0.877990907,0.965612821,-6.514094138
156,17221186,Snhg6,73824,small nucleolar RNA host gene 6,0.011267909,5.893554496,0.053189329,0.958511631,0.9843868,-6.52571433
157,17221191,Snord87,266793,"small nucleolar RNA, C/D box 87",0.536164144,5.297794026,1.807416883,0.097421786,0.412602547,-5.002802142
158,17221197,Tcf24,100039596,transcription factor 24,0.15863082,5.027209744,0.616109027,0.550056433,0.837781762,-6.328331258
159,17221375,Eya1,14048,EYA transcriptional coactivator and phosphatase 1,0.142761067,5.893004904,0.291776538,0.775755041,0.934129816,-6.4820266
160,17221502,Jph1,57339,junctophilin 1,1.319973194,5.709205125,2.933036679,0.01329318,0.161636128,-3.144559669
161,17221686,Kcnq5,226922,"potassium voltage-gated channel, subfamily Q, member 5",0.170949959,4.070380668,0.523612854,0.610683266,0.862843784,-6.382896028
162,17221756,Ogfrl1,70155,opioid growth factor receptor-like 1,0.374743717,4.99033088,1.852271449,0.090324542,0.405614703,-4.935768655
163,17221786,Sdhaf4,68002,succinate dehydrogenase complex assembly factor 4,-0.28737841,6.018416899,-1.211567597,0.250454155,0.611348804,-5.792821011
164,17222001,Prim2,19076,"DNA primase, p58 subunit",0.274802138,5.029468393,1.28715415,0.22383211,0.582916378,-5.704671141
165,17222020,Bag2,213539,BCL2-associated athanogene 2,0.024141282,4.762872635,0.11002124,0.914326099,0.974559631,-6.520774553
166,17222072,Ccdc115,69668,coiled-coil domain containing 115,-0.069381234,5.298729466,-0.301778525,0.768313404,0.933682536,-6.478887851
167,17222096,Fam168b,214469,"family with sequence similarity 168, member B",-0.153139223,9.526355043,-1.063905952,0.309622216,0.665418977,-5.95299704
168,17222149,Neurl3,214854,neuralized E3 ubiquitin protein ligase 3,1.079524436,6.982322905,3.263143549,0.007326286,0.11527844,-2.566344259
169,17222193,Ankrd23,78321,ankyrin repeat domain 23,1.922927326,7.217950886,2.692410431,0.020535704,0.203827063,-3.562214579
170,17222332,Mgat4a,269181,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",0.235658912,6.135346872,1.406647104,0.186487521,0.544035371,-5.557432329
171,17222354,4930594C11Rik,77633,G1 to S phase transition pseudogene,0.403097016,3.511667316,1.400846244,0.188172087,0.54464677,-5.564793413
172,17222429,Txndc9,98258,thioredoxin domain containing 9,-0.229409354,5.556116742,-0.885134366,0.394565778,0.739728011,-6.123855968
173,17222465,Aff3,16764,"AF4/FMR2 family, member 3",-0.263341758,3.744973715,-1.1084789,0.290736078,0.651818545,-5.906386139
174,17222564,Snord89,100217461,"small nucleolar RNA, C/D box 89",1.076293049,7.85473456,4.025468797,0.001901345,0.058454174,-1.241702498
175,17222606,Mfsd9,211798,major facilitator superfamily domain containing 9,0.157072554,4.485229919,0.562774618,0.584602985,0.850800797,-6.360814064
176,17222618,Pantr1,66297,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1",0.019086094,1.974326222,0.060933727,0.952478516,0.983413661,-6.525243469
177,17222777,Slc40a1,53945,"solute carrier family 40 (iron-regulated transporter), member 1",-0.035724039,6.407182856,-0.110997613,0.91356917,0.974559631,-6.520659678
178,17222825,Nabp1,109019,nucleic acid binding protein 1,-0.329772049,9.551172083,-1.601882687,0.136801518,0.473009037,-5.297962455
179,17222940,Inpp1,16329,inositol polyphosphate-1-phosphatase,-0.10662943,5.292457754,-0.438341309,0.669417724,0.890823364,-6.425705975
180,17223277,Gm6644,626009,Akr1b3 pseudogene,0.147597001,6.327831146,1.087727328,0.299416707,0.65902736,-5.928278296
181,17223283,Satb2,212712,special AT-rich sequence binding protein 2,-0.270588312,4.738042045,-0.920427621,0.376618933,0.725606043,-6.092233842
182,17223332,Kctd18,51960,potassium channel tetramerisation domain containing 18,0.328441915,3.150599494,1.416284935,0.183716713,0.541063175,-5.545155657
183,17223412,Fam126b,213056,"family with sequence similarity 126, member B",-0.045359652,8.876895833,-0.247818209,0.808729595,0.944748698,-6.494583932
184,17223429,Als2cr12,108812,amyotrophic lateral sclerosis 2 chromosome region 12,0.679512985,7.375421922,2.654467621,0.021990571,0.212634637,-3.627520577
185,17223446,Trak2,70827,"trafficking protein, kinesin binding 2",0.409426238,9.00831613,1.944438171,0.077204268,0.381970453,-4.795401361
186,17223594,Wdr12,57750,WD repeat domain 12,-0.414253585,5.133349012,-2.323258648,0.039811074,0.28457902,-4.187680314
187,17223793,Fzd5,14367,frizzled class receptor 5,0.212360299,4.613661269,0.475867101,0.643254491,0.879889037,-6.407763589
188,17223813,Akr1cl,70861,"aldo-keto reductase family 1, member C-like",0.774195688,2.114249985,1.758201861,0.105788322,0.42793589,-5.075326321
189,17223863,Idh1,15926,"isocitrate dehydrogenase 1 (NADP+), soluble",-0.353936542,10.46959084,-1.86670216,0.088143578,0.402452969,-4.914019706
190,17223880,Kansl1l,68691,KAT8 regulatory NSL complex subunit 1-like,0.173532422,6.615698362,1.06791661,0.307885885,0.664187075,-5.948866365
191,17223916,Myl1,17901,"myosin, light polypeptide 1",0.297804174,7.69846724,0.512278642,0.618339896,0.866731315,-6.38900457
192,17223946,Erbb4,13869,erb-b2 receptor tyrosine kinase 4,0.096516306,6.735770755,0.464044108,0.651445611,0.882964668,-6.413569514
193,17223985,Ikzf2,22779,IKAROS family zinc finger 2,-0.185818747,5.816749277,-0.569730572,0.580032759,0.849779176,-6.356734426
194,17224125,Mreg,381269,melanoregulin,-0.46951783,6.733276283,-2.296192626,0.041770555,0.292532232,-4.232468129
195,17224133,Pecr,111175,peroxisomal trans-2-enoyl-CoA reductase,0.005077716,6.141782496,0.017906739,0.986026154,0.994576162,-6.527050939
196,17224180,Igfbp5,16011,insulin-like growth factor binding protein 5,-0.038478155,8.008375895,-0.201777782,0.843684282,0.955315605,-6.505564348
197,17224211,Tns1,21961,tensin 1,0.231954976,10.92577768,1.812871665,0.09653239,0.411632717,-4.994696933
198,17224320,Zfp142,77264,zinc finger protein 142,-0.050809532,7.058185249,-0.236528371,0.817264163,0.947566552,-6.497482629
199,17224342,Rnf25,57751,ring finger protein 25,0.103581588,6.905147336,0.620292887,0.547395388,0.836949556,-6.325666768
