,PROBEID,SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
97,17217291,Plekha6,240753,"pleckstrin homology domain containing, family A member 6",-0.170901254,3.372682348,-0.695419132,0.500872039,0.737903212,-6.239787839
98,17217415,Mybph,53311,myosin binding protein H,0.188949485,4.285719691,0.372872003,0.716157331,0.870158735,-6.418104338
99,17217552,Ube2t,67196,ubiquitin-conjugating enzyme E2T,-0.008060114,2.164686543,-0.030185833,0.976446465,0.990894963,-6.491133308
100,17217566,Ptpn7,320139,"protein tyrosine phosphatase, non-receptor type 7",-0.244677504,3.067759817,-0.771034063,0.456538135,0.706705574,-6.183540006
101,17217619,Phlda3,27280,"pleckstrin homology like domain, family A, member 3",-0.188119121,9.613068303,-1.071437732,0.306367538,0.585634991,-5.910591189
102,17217625,Tnni1,21952,"troponin I, skeletal, slow 1",0.582178776,3.774500738,0.682322651,0.50880784,0.74202544,-6.248991932
103,17217666,Tmem9,66241,transmembrane protein 9,-0.169471733,6.111922464,-0.776443037,0.45346529,0.704098528,-6.179315965
104,17217678,Cacna1s,12292,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1.094938263,5.271046437,0.810668026,0.434331517,0.68995374,-6.151977855
105,17217777,Ddx59,67997,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,0.189829584,4.771422568,1.167042128,0.267278615,0.554057848,-5.808379336
106,17218006,B3galt2,26878,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.821339937,7.073886613,1.703014383,0.115935472,0.363425222,-5.122138423
107,17218027,Uchl5,56207,ubiquitin carboxyl-terminal esterase L5,0.21211517,7.012823196,1.177185175,0.263370003,0.54972431,-5.797132665
108,17218149,Ivns1abp,117198,influenza virus NS1A binding protein,0.587127309,11.21949836,2.853420494,0.015351799,0.135049919,-3.254460902
109,17218233,Colgalt2,269132,collagen beta(1-O)galactosyltransferase 2,-1.246721269,4.485973595,-7.032654078,1.91E-05,0.005445629,3.265779084
110,17218449,Angptl1,72713,angiopoietin-like 1,-0.092408595,4.820107906,-0.331461874,0.746373825,0.885576112,-6.433449935
111,17218514,Astn1,11899,astrotactin 1,-0.07038264,2.193191522,-0.26319593,0.797146526,0.91208285,-6.454875438
112,17218598,4930523C07Rik,67647,RIKEN cDNA 4930523C07 gene,0.105475314,6.732344908,0.521003411,0.612441789,0.809115042,-6.348938614
113,17218620,Rc3h1,381305,RING CCCH (C3H) domains 1,-0.083735413,9.348097089,-0.368098827,0.719615762,0.872239485,-6.419963032
114,17218760,Gm20471,105243993,predicted gene 20471,0.185182762,2.048404674,0.65694599,0.524396238,0.75257044,-6.266367779
115,17218835,Sell,20343,"selectin, lymphocyte",0.351712803,5.263906824,1.033269104,0.323128755,0.600871291,-5.949425611
116,17218907,Nme7,171567,NME/NM23 family member 7,-0.352962173,4.338499794,-1.501502483,0.160697244,0.431235443,-5.400425693
117,17218942,Gpr161,240888,G protein-coupled receptor 161,-0.187029259,3.348005356,-0.673023635,0.514487828,0.745754119,-6.255429558
118,17219011,Cd247,12503,CD247 antigen,-0.054430408,3.946476303,-0.293551181,0.774432943,0.897145023,-6.445946201
119,17219079,Fam78b,226610,"family with sequence similarity 78, member B",0.577999811,4.79732719,2.492213694,0.029443133,0.18439935,-3.874004019
120,17219199,Fcgr4,246256,"Fc receptor, IgG, low affinity IV",0.153841821,4.759652961,0.347932141,0.734299023,0.880424529,-6.427557822
121,17219222,Mpz,17528,myelin protein zero,-0.267765642,6.387625729,-0.333765229,0.744680816,0.88525907,-6.43264276
122,17219242,Apoa2,11807,apolipoprotein A-II,0.522503078,4.39066111,1.907137405,0.082287018,0.307358676,-4.820061025
123,17219248,Adamts4,240913,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",0.992408008,3.913941876,2.194077648,0.050028885,0.239555243,-4.368172047
124,17219397,Cd48,12506,CD48 antigen,-0.372496329,3.475493894,-1.459375841,0.171749346,0.446765019,-5.455749192
125,17219499,Dcaf8,98193,DDB1 and CUL4 associated factor 8,0.117736489,8.281676296,0.656429778,0.524716206,0.75257044,-6.266714929
126,17219546,Slamf9,98365,SLAM family member 9,0.262527788,3.843070547,0.992683973,0.341686649,0.613664414,-5.989442659
127,17219581,Tagln2,21346,transgelin 2,-0.129166623,7.625319579,-0.763241035,0.460988709,0.709532044,-6.189579203
128,17219633,Olfr218,258880,olfactory receptor 218,0.126964411,1.883216985,0.307493733,0.764072025,0.892211101,-6.441523601
129,17219639,Olfr418,258645,olfactory receptor 418,0.354166522,1.690577841,0.755908256,0.465201539,0.711868821,-6.195211319
130,17219662,Ifi209,236312,interferon activated gene 209,-0.027708189,4.093801978,-0.082240082,0.935897399,0.974249854,-6.488020557
131,17219680,Olfr432,258711,olfactory receptor 432,0.249501294,1.75952735,1.12957309,0.282110767,0.564881112,-5.84926349
132,17219688,Olfr424,258716,olfactory receptor 424,0.59458265,1.716435255,1.390323212,0.191260531,0.471079246,-5.544112053
133,17219869,Sdccag8,76816,serologically defined colon cancer antigen 8,0.081229952,4.974523871,0.381981713,0.709575252,0.866022727,-6.414492201
134,17219963,Desi2,78825,desumoylating isopeptidase 2,0.169489552,6.152489382,1.139275707,0.278210223,0.56270395,-5.838777242
135,17220018,Cnst,226744,"consortin, connexin sorting protein",-1.306139034,6.480291447,-5.451509607,0.000183525,0.014930691,1.077376091
136,17220148,Lin9,72568,lin-9 homolog (C. elegans),0.230219755,5.036653805,1.126392314,0.28339861,0.566325483,-5.852685715
137,17220166,Acbd3,170760,acyl-Coenzyme A binding domain containing 3,-0.236104518,8.106049942,-1.550216478,0.148683795,0.411185348,-5.335168509
138,17220255,Cnih4,98417,cornichon family AMPA receptor auxiliary protein 4,0.090077144,6.839838767,0.546901245,0.595103028,0.799178913,-6.334594558
139,17220370,1700047M11Rik,67330,RIKEN cDNA 1700047M11 gene,-0.125924327,2.468121958,-0.388888075,0.704601518,0.863821288,-6.411697148
140,17220432,Tlr5,53791,toll-like receptor 5,0.368174291,5.766415756,1.672458226,0.121920298,0.372724214,-5.165702455
141,17220452,Taf1a,21339,"TATA-box binding protein associated factor, RNA polymerase I, A",0.111046706,5.857841009,0.631763558,0.540137056,0.762992465,-6.283007936
142,17220529,Mir194-1,387189,microRNA 194-1,-0.119282951,3.35019174,-0.459970887,0.654278789,0.835173492,-6.380111765
143,17220548,Eprs,107508,glutamyl-prolyl-tRNA synthetase,0.262835883,8.559192944,1.971706457,0.073674049,0.289054924,-4.720881624
144,17220627,Esrrg,26381,estrogen-related receptor gamma,0.964371794,5.793417158,3.300034887,0.006856164,0.09078428,-2.475023635
145,17220724,Ptpn14,19250,"protein tyrosine phosphatase, non-receptor type 14",0.211198417,6.966542499,1.595384322,0.138248878,0.398271036,-5.273477557
146,17220794,D730003I15Rik,100504360,RIKEN cDNA D730003I15 gene,-0.546929888,5.335962849,-1.558406592,0.146742317,0.408515233,-5.324065556
147,17220797,Tmem206,66950,transmembrane protein 206,-0.388774362,4.047542197,-2.145512646,0.05448187,0.248002135,-4.446542194
148,17220809,Ints7,77065,integrator complex subunit 7,-0.366378259,7.155417995,-2.57420787,0.025410893,0.172617708,-3.73492311
149,17220833,Lpgat1,226856,lysophosphatidylglycerol acyltransferase 1,-0.613513179,7.949392666,-2.497238002,0.029179012,0.183555272,-3.865514648
150,17220882,Kcnh1,16510,"potassium voltage-gated channel, subfamily H (eag-related), member 1",0.096554263,3.434955662,0.520737832,0.612620907,0.809115042,-6.349082284
151,17220944,Lamb3,16780,"laminin, beta 3",-0.028856037,3.613264038,-0.090212193,0.929700994,0.971960369,-6.48728955
152,17220974,Plxna2,18845,plexin A2,0.357201374,7.644606919,2.15958537,0.053154259,0.245689886,-4.423903937
153,17221010,Mir3962,100628615,microRNA 3962,0.981295305,2.317361748,2.154741015,0.053607773,0.246287821,-4.43170353
154,17221014,Cd34,12490,CD34 antigen,-0.362812948,9.336009798,-2.042904005,0.06515166,0.271239029,-4.609734016
155,17221071,Sox17,20671,SRY (sex determining region Y)-box 17,0.592643454,6.767284102,1.648984576,0.126702729,0.377526273,-5.198851612
156,17221186,Snhg6,73824,small nucleolar RNA host gene 6,0.073128988,5.893554496,0.345199961,0.736296999,0.880589106,-6.428554587
157,17221191,Snord87,266793,"small nucleolar RNA, C/D box 87",-0.159782575,5.297794026,-0.538629312,0.600613415,0.803184792,-6.339247913
158,17221197,Tcf24,100039596,transcription factor 24,1.022592446,5.027209744,3.97166476,0.002087419,0.052141975,-1.311100895
159,17221375,Eya1,14048,EYA transcriptional coactivator and phosphatase 1,0.629794008,5.893004904,1.287179472,0.223823591,0.510385082,-5.670429229
160,17221502,Jph1,57339,junctophilin 1,0.756688624,5.709205125,1.681394364,0.12014222,0.368792938,-5.15301003
161,17221686,Kcnq5,226922,"potassium voltage-gated channel, subfamily Q, member 5",0.198646439,4.070380668,0.608446059,0.554949022,0.771346302,-6.297875835
162,17221756,Ogfrl1,70155,opioid growth factor receptor-like 1,-0.179598165,4.99033088,-0.887712157,0.393235307,0.661646272,-6.086641951
163,17221786,Sdhaf4,68002,succinate dehydrogenase complex assembly factor 4,-0.910755701,6.018416899,-3.839683351,0.002628217,0.059146528,-1.537353634
164,17222001,Prim2,19076,"DNA primase, p58 subunit",-0.096384995,5.029468393,-0.451460628,0.66021648,0.838053682,-6.384162498
165,17222020,Bag2,213539,BCL2-associated athanogene 2,0.012637459,4.762872635,0.057593831,0.955080037,0.980764786,-6.489853453
166,17222072,Ccdc115,69668,coiled-coil domain containing 115,-0.185323468,5.298729466,-0.806077371,0.436866809,0.69194624,-6.155705707
167,17222096,Fam168b,214469,"family with sequence similarity 168, member B",-0.034658823,9.526355043,-0.240785656,0.8140429,0.920543664,-6.460850414
168,17222149,Neurl3,214854,neuralized E3 ubiquitin protein ligase 3,-0.395944444,6.982322905,-1.196845125,0.255921969,0.542345891,-5.775119279
169,17222193,Ankrd23,78321,ankyrin repeat domain 23,0.727148168,7.217950886,1.018125483,0.329964301,0.605403362,-5.964512585
170,17222332,Mgat4a,269181,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",0.33024031,6.135346872,1.971203091,0.073737837,0.289115979,-4.721660926
171,17222354,4930594C11Rik,77633,G1 to S phase transition pseudogene,0.335275269,3.511667316,1.165151521,0.26801215,0.555002708,-5.810467275
172,17222429,Txndc9,98258,thioredoxin domain containing 9,-0.702901538,5.556116742,-2.712018042,0.019821583,0.15177894,-3.498905381
173,17222465,Aff3,16764,"AF4/FMR2 family, member 3",-0.247580118,3.744973715,-1.042133765,0.319176413,0.597239969,-5.940509082
174,17222564,Snord89,100217461,"small nucleolar RNA, C/D box 89",-0.250088047,7.85473456,-0.935360152,0.369200466,0.638885075,-6.043667819
175,17222606,Mfsd9,211798,major facilitator superfamily domain containing 9,-0.259262804,4.485229919,-0.92891165,0.372391321,0.641764562,-6.049596419
176,17222618,Pantr1,66297,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1",0.184834828,1.974326222,0.590098455,0.566761079,0.779284706,-6.309207063
177,17222777,Slc40a1,53945,"solute carrier family 40 (iron-regulated transporter), member 1",-0.810324975,6.407182856,-2.517748286,0.028124606,0.179360293,-3.830813022
178,17222825,Nabp1,109019,nucleic acid binding protein 1,0.061491787,9.551172083,0.298699145,0.770601964,0.89524661,-6.444336766
179,17222940,Inpp1,16329,inositol polyphosphate-1-phosphatase,-0.466696938,5.292457754,-1.918537381,0.080701775,0.303517656,-4.8026677
180,17223277,Gm6644,626009,Akr1b3 pseudogene,-0.088975721,6.327831146,-0.655713342,0.525160471,0.752626637,-6.267196312
181,17223283,Satb2,212712,special AT-rich sequence binding protein 2,0.160577568,4.738042045,0.546217341,0.595557617,0.799178913,-6.334981835
182,17223332,Kctd18,51960,potassium channel tetramerisation domain containing 18,-0.494746419,3.150599494,-2.133411927,0.055648491,0.250418417,-4.465960529
183,17223412,Fam126b,213056,"family with sequence similarity 126, member B",-0.443734601,8.876895833,-2.42430242,0.033249937,0.19428204,-3.988289306
184,17223429,Als2cr12,108812,amyotrophic lateral sclerosis 2 chromosome region 12,1.038913787,7.375421922,4.05844049,0.001795904,0.049522248,-1.163257623
185,17223446,Trak2,70827,"trafficking protein, kinesin binding 2",0.015689194,9.00831613,0.074510778,0.941909305,0.976120315,-6.488664846
186,17223594,Wdr12,57750,WD repeat domain 12,-0.356600033,5.133349012,-1.999920197,0.070179631,0.282367038,-4.677053117
187,17223793,Fzd5,14367,frizzled class receptor 5,0.317172739,4.613661269,0.710735822,0.491686209,0.732067565,-6.22882031
188,17223813,Akr1cl,70861,"aldo-keto reductase family 1, member C-like",0.340237164,2.114249985,0.772680116,0.455601603,0.706328225,-6.182257354
189,17223863,Idh1,15926,"isocitrate dehydrogenase 1 (NADP+), soluble",-0.148640943,10.46959084,-0.783949485,0.449222922,0.701143301,-6.173410126
190,17223880,Kansl1l,68691,KAT8 regulatory NSL complex subunit 1-like,0.050292565,6.615698362,0.309499888,0.762585114,0.891709999,-6.440870643
191,17223916,Myl1,17901,"myosin, light polypeptide 1",-0.100030884,7.69846724,-0.172071749,0.866430304,0.950240554,-6.475885175
192,17223946,Erbb4,13869,erb-b2 receptor tyrosine kinase 4,0.764959273,6.735770755,3.677874346,0.003494506,0.068726686,-1.816738357
193,17223985,Ikzf2,22779,IKAROS family zinc finger 2,-0.54107083,5.816749277,-1.65895314,0.124651837,0.374372746,-5.184808282
194,17224125,Mreg,381269,melanoregulin,-0.762591992,6.733276283,-3.729481604,0.003190105,0.063962138,-1.727416493
195,17224133,Pecr,111175,peroxisomal trans-2-enoyl-CoA reductase,0.158673369,6.141782496,0.559567048,0.586716839,0.794167408,-6.327339387
196,17224180,Igfbp5,16011,insulin-like growth factor binding protein 5,0.312751779,8.008375895,1.640056829,0.128564761,0.381179892,-5.211385487
197,17224211,Tns1,21961,tensin 1,0.371252881,10.92577768,2.90157099,0.014071559,0.129191206,-3.170827407
198,17224320,Zfp142,77264,zinc finger protein 142,-0.253362491,7.058185249,-1.179452263,0.262502542,0.549062322,-5.794608576
